序号,一级序号,二级序号,三级序号,二级产品类别,intended_use,grade,row_id
8,20,不用于微生物鉴别或药敏试验的微生物培养基及仅用于增殖的细胞培养基,20035,SBG增菌培养基,用于沙门菌增菌培养，不具有微生物鉴别和药敏鉴别的作用。,Ⅰ,1048
9,20,不用于微生物鉴别或药敏试验的微生物培养基及仅用于增殖的细胞培养基,20036,HE琼脂培养基,用于沙门菌和志贺菌的分离培养，不具有微生物鉴别和药敏鉴别的作用。,Ⅰ,1049
10,20,不用于微生物鉴别或药敏试验的微生物培养基及仅用于增殖的细胞培养基,20037,XLD琼脂培养基,用于沙门菌和志贺菌的分离培养，不具有微生物鉴别和药敏鉴别的作用。,Ⅰ,1050
1,20,不用于微生物鉴别或药敏试验的微生物培养基及仅用于增殖的细胞培养基,20038,沙门志贺（SS）琼脂培养基,用于沙门菌和志贺菌的分离培养，不具有微生物鉴别和药敏鉴别的作用。,Ⅰ,1051
2,20,不用于微生物鉴别或药敏试验的微生物培养基及仅用于增殖的细胞培养基,20039,沙门志贺（SS）肉汤培养基,用于沙门菌和志贺菌的增菌培养，不具有微生物鉴别和药敏鉴别的作用。,Ⅰ,1052
3,20,不用于微生物鉴别或药敏试验的微生物培养基及仅用于增殖的细胞培养基,20040,弯曲杆菌培养基,用于弯曲杆菌的分离培养。,Ⅰ,1053
4,20,不用于微生物鉴别或药敏试验的微生物培养基及仅用于增殖的细胞培养基,20041,WS琼脂培养基,用于沙门菌的分离培养，不具有微生物鉴别和药敏鉴别的作用。,Ⅰ,1054
5,20,不用于微生物鉴别或药敏试验的微生物培养基及仅用于增殖的细胞培养基,20042,亚硒酸盐胱氨酸增菌培养基（SC培养基）,用于沙门菌的增菌培养，不具有微生物鉴别和药敏鉴别的作用。,Ⅰ,1055
6,20,不用于微生物鉴别或药敏试验的微生物培养基及仅用于增殖的细胞培养基,20043,血琼脂培养基,用于细菌和真菌的培养、分离，不具有微生物鉴别和药敏鉴别的作用。,Ⅰ,1056
7,20,不用于微生物鉴别或药敏试验的微生物培养基及仅用于增殖的细胞培养基,20044,哥伦比亚血琼脂培养基,用于一般细菌、苛养菌的分离培养和细菌溶血试验，不具有微生物鉴别和药敏鉴别的作用。,Ⅰ,1057
8,20,不用于微生物鉴别或药敏试验的微生物培养基及仅用于增殖的细胞培养基,20045,布鲁菌血琼脂（BBA）培养基,用于布鲁菌的分离培养，不具有微生物鉴别和药敏鉴别的作用。,Ⅰ,1058
9,20,不用于微生物鉴别或药敏试验的微生物培养基及仅用于增殖的细胞培养基,20046,改良淋病奈瑟菌选择性琼脂培养基（MTM琼脂培养基）,用于淋病奈瑟菌的分离培养，不具有微生物鉴别和药敏鉴别的作用。,Ⅰ,1059
10,20,不用于微生物鉴别或药敏试验的微生物培养基及仅用于增殖的细胞培养基,20047,淋病奈瑟菌培养基,用于淋病奈瑟菌的分离培养，不具有微生物鉴别和药敏鉴别的作用。,Ⅰ,1060
1,20,不用于微生物鉴别或药敏试验的微生物培养基及仅用于增殖的细胞培养基,20048,TM（Thayer-Martin）淋球菌培养基,用于淋病奈瑟菌的分离培养，不具有微生物鉴别和药敏鉴别的作用。,Ⅰ,1061
2,20,不用于微生物鉴别或药敏试验的微生物培养基及仅用于增殖的细胞培养基,20049,麦康凯琼脂培养基,用于肠道致病菌的分离培养，不具有微生物鉴别和药敏鉴别的作用。,Ⅰ,1062
3,20,不用于微生物鉴别或药敏试验的微生物培养基及仅用于增殖的细胞培养基,20050,山梨醇麦康凯培养基,用于O157：H7大肠埃希菌的分离培养，不具有微生物鉴别和药敏鉴别的作用。,Ⅰ,1063
4,20,不用于微生物鉴别或药敏试验的微生物培养基及仅用于增殖的细胞培养基,20051,中国蓝琼脂培养基,用于革兰阴性细菌的分离培养，不具有微生物鉴别和药敏鉴别的作用。,Ⅰ,1064
5,20,不用于微生物鉴别或药敏试验的微生物培养基及仅用于增殖的细胞培养基,20052,伊红美蓝琼脂培养基,用于肠道致病菌及大肠菌群的分离培养，不具有微生物鉴别和药敏鉴别的作用。,Ⅰ,1065
6,20,不用于微生物鉴别或药敏试验的微生物培养基及仅用于增殖的细胞培养基,20053,海氏肠道琼脂培养基,用于革兰阴性菌的分离培养，不具有微生物鉴别和药敏鉴别的作用。,Ⅰ,1066
7,20,不用于微生物鉴别或药敏试验的微生物培养基及仅用于增殖的细胞培养基,20054,庆大霉素琼脂培养基,用于霍乱弧菌的分离培养，不具有微生物鉴别和药敏鉴别的作用。,Ⅰ,1067
8,20,不用于微生物鉴别或药敏试验的微生物培养基及仅用于增殖的细胞培养基,20055,硫柠胆蔗琼脂培养基（TCBS琼脂培养基）,用于霍乱弧菌、副溶血性弧菌的分离培养，不具有微生物鉴别和药敏鉴别的作用。,Ⅰ,1068
9,20,不用于微生物鉴别或药敏试验的微生物培养基及仅用于增殖的细胞培养基,20056,链霉素月桂基硫酸钠亚碲酸钾琼脂培养基,用于霍乱弧菌的分离培养，不具有微生物鉴别和药敏鉴别的作用。,Ⅰ,1069
10,20,不用于微生物鉴别或药敏试验的微生物培养基及仅用于增殖的细胞培养基,20057,军团菌琼脂培养基,用于军团菌的分离培养，不具有微生物鉴别和药敏鉴别的作用。,Ⅰ,1070
1,20,不用于微生物鉴别或药敏试验的微生物培养基及仅用于增殖的细胞培养基,20058,高盐甘露醇琼脂培养基,用于葡萄球菌的分离培养，不具有微生物鉴别和药敏鉴别的作用。,Ⅰ,1071
2,20,不用于微生物鉴别或药敏试验的微生物培养基及仅用于增殖的细胞培养基,20059,Baird-Parker琼脂培养基,用于凝固酶阳性葡萄球菌的分离培养，不具有微生物鉴别和药敏鉴别的作用。,Ⅰ,1072
3,20,不用于微生物鉴别或药敏试验的微生物培养基及仅用于增殖的细胞培养基,20060,四号琼脂培养基,用于人体粪便样本中肠道致病性弧菌、霍乱弧菌的分离培养，不具有微生物鉴别和药敏鉴别的作用。,Ⅰ,1073
4,20,不用于微生物鉴别或药敏试验的微生物培养基及仅用于增殖的细胞培养基,20061,细菌培养浸片,用于尿液中的细菌的分离培养，不具有微生物鉴别和药敏鉴别的作用。,Ⅰ,1074
5,20,不用于微生物鉴别或药敏试验的微生物培养基及仅用于增殖的细胞培养基,20062,淋球菌培养浸片,用于子宫颈内、尿道和直肠标本等人体样本中淋病奈瑟菌的分离培养，不具有微生物鉴别和药敏鉴别的作用。,Ⅰ,1075
6,20,不用于微生物鉴别或药敏试验的微生物培养基及仅用于增殖的细胞培养基,20063,CLED琼脂培养基,用于尿液中微生物的分离培养，不具有微生物鉴别和药敏鉴别的作用。,Ⅰ,1076
7,20,不用于微生物鉴别或药敏试验的微生物培养基及仅用于增殖的细胞培养基,20064,沙保弱（罗）琼脂培养基,用于真菌的分离培养，不具有微生物鉴别和药敏鉴别的作用。,Ⅰ,1077
8,20,不用于微生物鉴别或药敏试验的微生物培养基及仅用于增殖的细胞培养基,20065,马铃薯葡萄糖琼脂培养基,用于霉菌和酵母菌的培养，不具有微生物鉴别和药敏鉴别的作用。,Ⅰ,1078
9,20,不用于微生物鉴别或药敏试验的微生物培养基及仅用于增殖的细胞培养基,20066,改良马丁培养基,用于真菌的培养，不具有微生物鉴别和药敏鉴别的作用。,Ⅰ,1079
10,20,不用于微生物鉴别或药敏试验的微生物培养基及仅用于增殖的细胞培养基,20067,接种培养液,用于为微生物鉴定试验提供保持微生物活性的环境，不具有微生物鉴别和药敏鉴别的作用。,Ⅰ,1080
1,20,不用于微生物鉴别或药敏试验的微生物培养基及仅用于增殖的细胞培养基,20068,毛滴虫培养基,用于毛滴虫培养，不具有微生物鉴别和药敏鉴别的作用。,Ⅰ,1081
2,20,不用于微生物鉴别或药敏试验的微生物培养基及仅用于增殖的细胞培养基,20069,双相显色体液培养瓶,用于胸水、腹水、脑脊液等体液细菌中的分离培养，不具有微生物鉴别和药敏鉴别的作用。,Ⅰ,1082
3,20,不用于微生物鉴别或药敏试验的微生物培养基及仅用于增殖的细胞培养基,20070,双相血培养瓶,用于临床菌血症、败血症、脓毒血症等血液标本的增菌培养，不具有微生物鉴别和药敏鉴别的作用。,Ⅰ,1083
4,20,不用于微生物鉴别或药敏试验的微生物培养基及仅用于增殖的细胞培养基,20071,药敏接种培养液,与其他试剂或仪器配合使用，用于药物敏感性检测。,Ⅰ,1084
5,20,不用于微生物鉴别或药敏试验的微生物培养基及仅用于增殖的细胞培养基,20072,药敏指示剂,与其他试剂或仪器配合使用，用于药物敏感性检测。,Ⅰ,1085
6,20,不用于微生物鉴别或药敏试验的微生物培养基及仅用于增殖的细胞培养基,20073,分枝杆菌抗生素补充检测试剂,与细菌分枝杆菌监测系统同时使用，以检测和分离非血液的无菌体液样本和消化、去污染的临床样本中的分枝杆菌。,Ⅰ,1086
7,20,不用于微生物鉴别或药敏试验的微生物培养基及仅用于增殖的细胞培养基,20074,7.5%氯化钠肉汤培养基,用于金黄色葡萄球菌的选择性培养，不具有微生物鉴别和药敏鉴别的作用。,Ⅰ,1087
8,20,不用于微生物鉴别或药敏试验的微生物培养基及仅用于增殖的细胞培养基,20075,大肠埃希菌尿培养浸片,用于人体尿液样本中的大肠埃希菌的分离培养，不具有微生物鉴别和药敏鉴别的作用。,Ⅰ,1088
9,20,不用于微生物鉴别或药敏试验的微生物培养基及仅用于增殖的细胞培养基,20076,细胞培养基,细胞基础培养基。仅用于细胞增殖培养，不含有细胞因子等诱导剂组成。不具备对细胞的选择、诱导、分化功能，且培养的细胞仅用于临床体外诊断用途，不用于细胞治疗、细胞回输、辅助生殖等治疗用途。,Ⅰ,1089
10,20,不用于微生物鉴别或药敏试验的微生物培养基及仅用于增殖的细胞培养基,20077,RPMI-1640培养基,细胞基础培养基。仅用于细胞增殖培养，不含有细胞因子等诱导剂组成。不具备对细胞的选择、诱导、分化功能，且培养的细胞仅用于临床体外诊断用途，不用于细胞治疗、细胞回输、辅助生殖等治疗用途。,Ⅰ,1090
1,21,样本处理用产品,21001,样本释放剂/裂解液,可跨平台、或同一仪器平台，或同一方法学使用的非特异性试剂，用于待测样本的预处理，使样本中的待测物从与其他物质结合的状态中释放/裂解出来。以便于使用体外诊断试剂或仪器对待测物进行检测。其本身并不直接参与检测。,Ⅰ,1091
2,21,样本处理用产品,21002,样本萃取液,可跨平台、或同一仪器平台，或同一方法学使用的非特异性试剂，用于对待测样本进行分析前预处理，溶解细胞，萃取出待测物。其本身并不直接参与检测。,Ⅰ,1092
3,21,样本处理用产品,21003,样本稀释液,可跨平台、或同一仪器平台，或同一方法学使用的非特异性试剂，用于对待测样本进行稀释、液化，以便于使用体外诊断试剂或仪器对待测物进行检测。其本身并不直接参与检测。,Ⅰ,1093
4,21,样本处理用产品,21004,样本密度分离液,通过密度分离作用，用于样本中不同成分的分离，以便于对样本的进一步分析。,Ⅰ,1094
5,21,样本处理用产品,21005,蛋白、多肽提取或纯化试剂,用于多肽、蛋白质的提取、富集、纯化等步骤。其处理后的产物用于临床体外检测使用。产品组成中不含可与样本特异性结合的抗原、抗体、探针等成分。,Ⅰ,1095
6,21,样本处理用产品,21006,核酸提取或纯化试剂,用于核酸的提取、富集、纯化等步骤。其处理后的产物用于临床体外检测使用。产品组成中不含可与样本特异性结合的抗原、抗体、探针等成分。,Ⅰ,1096
7,21,样本处理用产品,21007,甲基化检测样本前处理试剂,用于核酸的亚硫酸氢盐转化修饰、提取、富集、纯化步骤。产品组成中不含可与样本特异性结合的抗原、抗体、探针等成分。,Ⅰ,1097
8,21,样本处理用产品,21008,细胞外囊泡提取试剂,用于细胞外囊泡的提取、富集、纯化等步骤。处理后的产物用于临床体外检测。产品组成中不含可与样本特异性结合的抗原、抗体、探针等成分。,Ⅰ,1098
9,21,样本处理用产品,21009,血细胞分析用溶血剂,用于血细胞分析前破坏红细胞、溶出血红蛋白、维持所需分析细胞的形态，待有需求时，对白细胞染色后再进行细胞分类计数或直接进行细胞分类计数和/或血红蛋白定量检测等。,Ⅰ,1099
10,21,样本处理用产品,21010,血细胞分析用稀释液,用于对待测全血样本进行稀释，配合血液分析仪或试剂对待测物进行检测。临床上用于血细胞分析前，通过样本稀释制备细胞悬液。,Ⅰ,1100
1,21,样本处理用产品,21011,血细胞分析用染色液,用于对血细胞进行染色，从而观察其形态与结构，以便于血液分析仪器进行血细胞分类计数。,Ⅰ,1101
2,21,样本处理用产品,21012,血细胞分析用鞘液,用于对血液样本稀释，形成鞘流，以利于分析仪器进行细胞计数、分类。适用于采用流式细胞分析原理的分析仪。,Ⅰ,1102
3,21,样本处理用产品,21013,网织红细胞染色液,用于对全血样本中的网织红细胞进行染色，以便于显微镜下对网织红细胞计数。,Ⅰ,1103
4,21,样本处理用产品,21014,尿液分析用稀释液,用于尿液分析前，样本的稀释，制备细胞悬液。,Ⅰ,1104
